Year,Year ending,Offence Division,Offence Subdivision,Offence Subgroup,Offence Count,"Rate per 100,000 population"
2016,March,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment,567,9.2
2016,March,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,"2,470",40.0
2016,March,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,281,4.6
2016,March,A Crimes against the person,A60 Blackmail and extortion,A61 Blackmail,138,2.2
2016,March,A Crimes against the person,A60 Blackmail and extortion,A62 Extortion,71,1.2
2016,March,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,"1,445",23.4
2016,March,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,"1,240",20.1
2016,March,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,"1,859",30.1
2016,March,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,"1,047",17.0
2016,March,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,"3,963",64.2
2016,March,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,"3,081",49.9
2016,March,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,580,9.4
2016,March,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A82 Neglect or ill treatment of people,66,1.1
2016,March,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,"1,150",18.6
2016,March,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,"3,298",53.4
2016,March,B Property and deception offences,B10 Arson,B11 Cause damage by fire,"3,359",54.4
2016,March,B Property and deception offences,B10 Arson,B12 Cause a bushfire,233,3.8
2016,March,B Property and deception offences,B10 Arson,B19 Other fire related offences,761,12.3
2016,March,B Property and deception offences,B20 Property damage,B21 Criminal damage,"40,076",649.2
2016,March,B Property and deception offences,B20 Property damage,B22 Graffiti,"3,188",51.6
2016,March,B Property and deception offences,B20 Property damage,B29 Other property damage offences,432,7.0
2016,March,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,"3,217",52.1
2016,March,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,109,1.8
2016,March,B Property and deception offences,B30 Burglary/Break and enter,B319 Unknown aggravated burglary,18,0.3
2016,March,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,"31,032",502.7
2016,March,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,"16,561",268.3
2016,March,B Property and deception offences,B30 Burglary/Break and enter,B329 Unknown non-aggravated burglary,222,3.6
2016,March,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,"20,264",328.3
2016,March,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,"57,892",937.8
2016,March,B Property and deception offences,B40 Theft,B43 Steal from a retail store,"21,798",353.1
2016,March,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,"6,554",106.2
2016,March,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,"15,496",251.0
2016,March,B Property and deception offences,B40 Theft,B46 Fare evasion,123,2.0
2016,March,B Property and deception offences,B40 Theft,B49 Other theft,"50,428",816.9
2016,March,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,"4,793",77.6
2016,March,B Property and deception offences,B50 Deception,B52 Possess equipment to make false instrument,18,0.3
2016,March,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,"31,519",510.6
2016,March,B Property and deception offences,B50 Deception,B54 State false information,"1,144",18.5
2016,March,B Property and deception offences,B50 Deception,B55 Deceptive business practices,65,1.1
2016,March,B Property and deception offences,B50 Deception,B56 Professional malpractice and misrepresentation,141,2.3
2016,March,B Property and deception offences,B50 Deception,B59 Other deception offences,785,12.7
2016,March,B Property and deception offences,B60 Bribery,B61 Bribery of officials,10,0.2
2016,March,C Drug offences,C10 Drug dealing and trafficking,C11 Drug dealing,36,0.6
2016,March,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,"5,316",86.1
2016,March,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,"1,113",18.0
2016,March,C Drug offences,C20 Cultivate or manufacture drugs,C22 Manufacture drugs,1,0.0
2016,March,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,681,11.0
2016,March,C Drug offences,C30 Drug use and possession,C31 Drug use,"1,231",19.9
2016,March,C Drug offences,C30 Drug use and possession,C32 Drug possession,"22,139",358.6
2016,March,C Drug offences,C90 Other drug offences,C99 Other drug offences,259,4.2
2016,March,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,"4,992",80.9
2016,March,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,"10,904",176.6
2016,March,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences,378,6.1
2016,March,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,"1,325",21.5
2016,March,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,"8,626",139.7
2016,March,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,"4,459",72.2
2016,March,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,"1,093",17.7
2016,March,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,"1,732",28.1
2016,March,D Public order and security offences,D20 Disorderly and offensive conduct,D26 Disorderly conduct,257,4.2
2016,March,D Public order and security offences,D30 Public nuisance offences,D31 Privacy offences,83,1.3
2016,March,D Public order and security offences,D30 Public nuisance offences,D32 Hoaxes,309,5.0
2016,March,D Public order and security offences,D30 Public nuisance offences,D33 Begging,108,1.7
2016,March,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,"2,772",44.9
2016,March,D Public order and security offences,D30 Public nuisance offences,D36 Other public nuisance offences,162,2.6
2016,March,D Public order and security offences,D40 Public security offences,D41 Immigration offences,3,0.0
2016,March,D Public order and security offences,D40 Public security offences,D43 Hacking,174,2.8
2016,March,D Public order and security offences,D40 Public security offences,D44 Terrorism offences,1,0.0
2016,March,D Public order and security offences,D40 Public security offences,D49 Other public security offences,2,0.0
2016,March,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,208,3.4
2016,March,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,"7,560",122.5
2016,March,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,767,12.4
2016,March,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,836,13.5
2016,March,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,"1,652",26.8
2016,March,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,"34,276",555.2
2016,March,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,"2,881",46.7
2016,March,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,"18,303",296.5
2016,March,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,"1,093",17.7
2016,March,F Other offences,F10 Regulatory driving offences,F11 Drink driving,8,0.1
2016,March,F Other offences,F10 Regulatory driving offences,F15 Licensing offences,9,0.1
2016,March,F Other offences,F10 Regulatory driving offences,F19 Other regulatory driving offences,8,0.1
2016,March,F Other offences,F20 Transport regulation offences,F21 Public transport,307,5.0
2016,March,F Other offences,F20 Transport regulation offences,F22 Aviation regulations offences,1,0.0
2016,March,F Other offences,F20 Transport regulation offences,F23 Maritime regulations offences,95,1.5
2016,March,F Other offences,F20 Transport regulation offences,F24 Pedestrian offences,25,0.4
2016,March,F Other offences,F20 Transport regulation offences,F29 Other transport regulation offences,96,1.6
2016,March,F Other offences,F30 Other government regulatory offences,F31 Betting and gaming offences,12,0.2
2016,March,F Other offences,F30 Other government regulatory offences,F32 Commercial regulation offences,82,1.3
2016,March,F Other offences,F30 Other government regulatory offences,F33 Liquor and tobacco licensing offences,144,2.3
2016,March,F Other offences,F30 Other government regulatory offences,F34 Pornography and censorship offences,54,0.9
2016,March,F Other offences,F30 Other government regulatory offences,F35 Intellectual property,1,0.0
2016,March,F Other offences,F30 Other government regulatory offences,F36 Prostitution offences,77,1.2
2016,March,F Other offences,F30 Other government regulatory offences,F39 Other government regulatory offences,150,2.4
2016,March,F Other offences,F90 Miscellaneous offences,F91 Environmental offences,65,1.1
2016,March,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences,110,1.8
2016,March,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,224,3.6
2016,March,F Other offences,F90 Miscellaneous offences,F94 Dangerous substance offences,59,1.0
2016,March,F Other offences,F90 Miscellaneous offences,F99 Other miscellaneous offences,37,0.6
2015,March,A Crimes against the person,A10 Homicide and related offences,A11 Murder,56,0.9
2015,March,A Crimes against the person,A10 Homicide and related offences,A12 Attempted murder,38,0.6
2015,March,A Crimes against the person,A10 Homicide and related offences,A14 Manslaughter & A13  Accessory/ conspiracy to murder,20,0.3
2015,March,A Crimes against the person,A10 Homicide and related offences,A15 Driving causing death,62,1.0
2015,March,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,"7,967",132.3
2015,March,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,"8,295",137.7
2015,March,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer","2,883",47.9
2015,March,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,"10,070",167.2
2015,March,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,"7,793",129.4
2015,March,A Crimes against the person,A30 Sexual offences,A31 Rape,"3,863",64.1
2015,March,A Crimes against the person,A30 Sexual offences,A32 Indecent assault,"5,771",95.8
2015,March,A Crimes against the person,A30 Sexual offences,A33 Incest,496,8.2
2015,March,A Crimes against the person,A30 Sexual offences,A34 Sexual offences against children,"1,309",21.7
2015,March,A Crimes against the person,A30 Sexual offences,A39 Other sexual offences,125,2.1
2015,March,A Crimes against the person,A40 Abduction and related offences,A41 Abduction,172,2.9
2015,March,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment,511,8.5
2015,March,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,"2,151",35.7
2015,March,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,263,4.4
2015,March,A Crimes against the person,A60 Blackmail and extortion,A61 Blackmail,128,2.1
2015,March,A Crimes against the person,A60 Blackmail and extortion,A62 Extortion,88,1.5
2015,March,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,"1,542",25.6
2015,March,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,"1,394",23.1
2015,March,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,"1,172",19.5
2015,March,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,"1,120",18.6
2015,March,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,"3,627",60.2
2015,March,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,"3,025",50.2
2015,March,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,472,7.8
2015,March,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A82 Neglect or ill treatment of people,82,1.4
2015,March,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,957,15.9
2015,March,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,"2,767",45.9
2015,March,B Property and deception offences,B10 Arson,B11 Cause damage by fire,"2,733",45.4
2015,March,B Property and deception offences,B10 Arson,B12 Cause a bushfire,110,1.8
2015,March,B Property and deception offences,B10 Arson,B19 Other fire related offences,505,8.4
2015,March,B Property and deception offences,B20 Property damage,B21 Criminal damage,"38,311",636.1
2015,March,B Property and deception offences,B20 Property damage,B22 Graffiti,"3,334",55.4
2015,March,B Property and deception offences,B20 Property damage,B29 Other property damage offences,410,6.8
2015,March,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,"2,448",40.6
2015,March,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,97,1.6
2015,March,B Property and deception offences,B30 Burglary/Break and enter,B319 Unknown aggravated burglary,19,0.3
2015,March,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,"28,546",474.0
2015,March,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,"13,636",226.4
2015,March,B Property and deception offences,B30 Burglary/Break and enter,B329 Unknown non-aggravated burglary,220,3.7
2015,March,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,"16,617",275.9
2015,March,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,"49,267",818.1
2015,March,B Property and deception offences,B40 Theft,B43 Steal from a retail store,"19,899",330.4
2015,March,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,"5,534",91.9
2015,March,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,"11,933",198.1
2015,March,B Property and deception offences,B40 Theft,B46 Fare evasion,144,2.4
2015,March,B Property and deception offences,B40 Theft,B49 Other theft,"44,044",731.3
2015,March,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,"3,023",50.2
2015,March,B Property and deception offences,B50 Deception,B52 Possess equipment to make false instrument,16,0.3
2015,March,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,"28,845",479.0
2015,March,B Property and deception offences,B50 Deception,B54 State false information,"1,037",17.2
2015,March,B Property and deception offences,B50 Deception,B55 Deceptive business practices,15,0.2
2015,March,B Property and deception offences,B50 Deception,B56 Professional malpractice and misrepresentation,123,2.0
2015,March,B Property and deception offences,B50 Deception,B59 Other deception offences,87,1.4
2015,March,B Property and deception offences,B60 Bribery,B61 Bribery of officials,40,0.7
2015,March,C Drug offences,C10 Drug dealing and trafficking,C11 Drug dealing,34,0.6
2015,March,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,"4,610",76.5
2015,March,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,"1,017",16.9
2015,March,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,647,10.7
2015,March,C Drug offences,C30 Drug use and possession,C31 Drug use,"1,168",19.4
2015,March,C Drug offences,C30 Drug use and possession,C32 Drug possession,"19,459",323.1
2015,March,C Drug offences,C90 Other drug offences,C99 Other drug offences,32,0.5
2015,March,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,"4,083",67.8
2015,March,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,"9,301",154.4
2015,March,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences,299,5.0
2015,March,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,"1,242",20.6
2015,March,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,"10,570",175.5
2015,March,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,"5,330",88.5
2015,March,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,"1,271",21.1
2015,March,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,"1,476",24.5
2015,March,D Public order and security offences,D20 Disorderly and offensive conduct,D26 Disorderly conduct,612,10.2
2015,March,D Public order and security offences,D30 Public nuisance offences,D31 Privacy offences,62,1.0
2015,March,D Public order and security offences,D30 Public nuisance offences,D32 Hoaxes,249,4.1
2015,March,D Public order and security offences,D30 Public nuisance offences,D33 Begging,95,1.6
2015,March,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,"2,022",33.6
2015,March,D Public order and security offences,D30 Public nuisance offences,D36 Other public nuisance offences,152,2.5
2015,March,D Public order and security offences,D40 Public security offences,D41 Immigration offences,1,0.0
2015,March,D Public order and security offences,D40 Public security offences,D43 Hacking,91,1.5
2015,March,D Public order and security offences,D40 Public security offences,D49 Other public security offences,10,0.2
2015,March,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,194,3.2
2015,March,E Justice procedures offences,E10 Justice procedures,E12 Fail to appear,1,0.0
2015,March,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,"3,555",59.0
2015,March,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,869,14.4
2015,March,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,793,13.2
2015,March,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,"1,285",21.3
2015,March,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,"27,144",450.7
2015,March,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,"2,843",47.2
2015,March,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,"18,292",303.7
2015,March,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,"1,059",17.6
2015,March,F Other offences,F10 Regulatory driving offences,F11 Drink driving,15,0.2
2015,March,F Other offences,F10 Regulatory driving offences,F14 Parking offences,2,0.0
2015,March,F Other offences,F10 Regulatory driving offences,F15 Licensing offences,6,0.1
2015,March,F Other offences,F10 Regulatory driving offences,F16 Registration and roadworthiness offences,1,0.0
2015,March,F Other offences,F10 Regulatory driving offences,F19 Other regulatory driving offences,10,0.2
2015,March,F Other offences,F20 Transport regulation offences,F21 Public transport,231,3.8
2015,March,F Other offences,F20 Transport regulation offences,F22 Aviation regulations offences,4,0.1
2015,March,F Other offences,F20 Transport regulation offences,F23 Maritime regulations offences,69,1.1
2015,March,F Other offences,F20 Transport regulation offences,F24 Pedestrian offences,16,0.3
2015,March,F Other offences,F20 Transport regulation offences,F29 Other transport regulation offences,130,2.2
2015,March,F Other offences,F30 Other government regulatory offences,F31 Betting and gaming offences,35,0.6
2015,March,F Other offences,F30 Other government regulatory offences,F32 Commercial regulation offences,100,1.7
2015,March,F Other offences,F30 Other government regulatory offences,F33 Liquor and tobacco licensing offences,162,2.7
2015,March,F Other offences,F30 Other government regulatory offences,F34 Pornography and censorship offences,35,0.6
2015,March,F Other offences,F30 Other government regulatory offences,F35 Intellectual property,12,0.2
2015,March,F Other offences,F30 Other government regulatory offences,F36 Prostitution offences,117,1.9
2015,March,F Other offences,F30 Other government regulatory offences,F39 Other government regulatory offences,77,1.3
2015,March,F Other offences,F90 Miscellaneous offences,F91 Environmental offences,76,1.3
2015,March,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences,122,2.0
2015,March,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,228,3.8
2015,March,F Other offences,F90 Miscellaneous offences,F94 Dangerous substance offences,30,0.5
2015,March,F Other offences,F90 Miscellaneous offences,F99 Other miscellaneous offences,44,0.7
